Date,ETH_price,ETH_ret
11/06/2021,2353.768799,0.021200074
12/06/2021,2372.484375,-0.003439559
13/06/2021,2508.391602,-0.024191977
14/06/2021,2537.891113,-0.005077647
15/06/2021,2610.936768,-0.012323369
16/06/2021,2367.663574,0.042476361
17/06/2021,2372.001953,-0.00079505
18/06/2021,2231.733154,0.026472777
19/06/2021,2178.499023,0.010484896
20/06/2021,2246.364502,-0.013322858
21/06/2021,1888.44751,0.07537531
22/06/2021,1874.950073,0.00311521
23/06/2021,1989.736328,-0.025805822
24/06/2021,1988.456299,0.000279478
25/06/2021,1813.217285,0.0400662
26/06/2021,1829.239258,-0.003820663
27/06/2021,1978.894653,-0.034152162
28/06/2021,2079.657471,-0.021569136
29/06/2021,2160.768311,-0.016616391
30/06/2021,2274.547607,-0.022286829
01/07/2021,2113.605469,0.031871107
02/07/2021,2150.040283,-0.007422673
03/07/2021,2226.114258,-0.015100854
04/07/2021,2321.724121,-0.018263162
05/07/2021,2198.58252,0.023667843
06/07/2021,2324.679443,-0.024220304
07/07/2021,2315.161865,0.001781715
08/07/2021,2120.026367,0.038240098
09/07/2021,2146.692383,-0.005428553
10/07/2021,2111.403564,0.007198565
11/07/2021,2139.664795,-0.005774491
12/07/2021,2036.721069,0.021414185
13/07/2021,1940.083984,0.021111026
14/07/2021,1994.331299,-0.011976775
15/07/2021,1911.175659,0.0184967
16/07/2021,1880.382935,0.007054304
17/07/2021,1898.825195,-0.004238684
18/07/2021,1895.552124,0.000749254
19/07/2021,1817.296631,0.01830991
20/07/2021,1787.510742,0.007177161
21/07/2021,1990.970825,-0.046816236
22/07/2021,2025.202759,-0.007403614
23/07/2021,2124.776611,-0.020844767
24/07/2021,2189.21875,-0.012975882
25/07/2021,2191.373779,-0.000427302
26/07/2021,2233.366699,-0.008243575
27/07/2021,2298.333496,-0.01245301
28/07/2021,2296.54541,0.000338009
29/07/2021,2380.956787,-0.015676476
30/07/2021,2466.961426,-0.015410846
31/07/2021,2536.209961,-0.012022845
01/08/2021,2561.852051,-0.004368841
02/08/2021,2610.15332,-0.008111973
03/08/2021,2502.349609,0.018318033
04/08/2021,2724.619873,-0.036957934
05/08/2021,2827.328857,-0.016070406
06/08/2021,2890.94165,-0.009663
07/08/2021,3157.23877,-0.038268101
08/08/2021,3013.732666,0.020202702
09/08/2021,3167.856201,-0.021660734
10/08/2021,3141.691162,0.003601969
11/08/2021,3164.245117,-0.003106628
12/08/2021,3043.414307,0.016909041
13/08/2021,3322.21167,-0.038066222
14/08/2021,3265.443359,0.007485144
15/08/2021,3310.50415,-0.005951982
16/08/2021,3156.509521,0.020687033
17/08/2021,3014.845947,0.019941978
18/08/2021,3020.089844,-0.000754737
19/08/2021,3182.702148,-0.022776134
20/08/2021,3286.935303,-0.013995159
21/08/2021,3226.083984,0.008115487
22/08/2021,3242.115479,-0.002152811
23/08/2021,3319.257324,-0.010212443
24/08/2021,3172.456299,0.019645274
25/08/2021,3224.915283,-0.007122662
26/08/2021,3100.325439,0.017111027
27/08/2021,3270.60083,-0.023220259
28/08/2021,3244.40332,0.003492705
29/08/2021,3227.002686,0.00233551
30/08/2021,3224.374268,0.00035388
31/08/2021,3433.732666,-0.027321033
01/09/2021,3834.828125,-0.047979424
02/09/2021,3790.98999,0.004993266
03/09/2021,3940.614746,-0.01681134
04/09/2021,3887.828369,0.005856894
05/09/2021,3952.133545,-0.007124527
06/09/2021,3928.379395,0.002618187
07/09/2021,3426.394287,0.059376087
08/09/2021,3497.315186,-0.008897436
09/09/2021,3427.340088,0.008777573
10/09/2021,3211.505859,0.028248482
11/09/2021,3270.278076,-0.007875964
12/09/2021,3410.134521,-0.018186828
13/09/2021,3285.511719,0.016168491
14/09/2021,3429.169678,-0.018585954
15/09/2021,3615.282715,-0.02295329
16/09/2021,3571.294922,0.005316549
17/09/2021,3398.538818,0.021533481
18/09/2021,3432.018311,-0.004257362
19/09/2021,3329.447998,0.01317736
20/09/2021,2958.993408,0.051228238
21/09/2021,2764.431152,0.029538219
22/09/2021,3077.86792,-0.046644201
23/09/2021,3155.523682,-0.010821465
24/09/2021,2931.669189,0.031956481
25/09/2021,2925.565674,0.000905111
26/09/2021,3062.265381,-0.019832973
27/09/2021,2934.138916,0.018562153
28/09/2021,2807.296631,0.019192367
29/09/2021,2853.143311,-0.007035282
30/09/2021,3001.678955,-0.022040654
01/10/2021,3307.516113,-0.042137728
02/10/2021,3391.694336,-0.010914738
03/10/2021,3418.358643,-0.003400919
04/10/2021,3380.089111,0.004889476
05/10/2021,3518.518555,-0.017431696
06/10/2021,3580.562012,-0.007591354
07/10/2021,3587.974854,-0.000898191
08/10/2021,3563.759277,0.00294103
09/10/2021,3575.716797,-0.001454754
10/10/2021,3425.852783,0.018594418
11/10/2021,3545.354004,-0.01489091
12/10/2021,3492.573242,0.006514084
13/10/2021,3606.20166,-0.013904487
14/10/2021,3786.01416,-0.021132225
15/10/2021,3862.634766,-0.008701411
16/10/2021,3830.38208,0.003641548
17/10/2021,3847.104492,-0.001891885
18/10/2021,3748.760254,0.011246316
19/10/2021,3877.650879,-0.014681038
20/10/2021,4155.992188,-0.030106017
21/10/2021,4054.322754,0.010756404
22/10/2021,3970.181885,0.009107915
23/10/2021,4171.663574,-0.021498874
24/10/2021,4087.903076,0.008808687
25/10/2021,4217.876953,-0.013593316
26/10/2021,4131.102051,0.009027983
27/10/2021,3930.257324,0.021644938
28/10/2021,4287.318848,-0.037764798
29/10/2021,4414.746582,-0.012719996
30/10/2021,4325.650391,0.008854363
31/10/2021,4288.074219,0.003789122
01/11/2021,4324.626953,-0.003686357
02/11/2021,4584.798828,-0.025371634
03/11/2021,4607.193848,-0.002116201
04/11/2021,4537.324219,0.006636672
05/11/2021,4486.243164,0.004917004
06/11/2021,4521.581055,-0.003407511
07/11/2021,4620.554688,-0.009403794
08/11/2021,4812.087402,-0.017639392
09/11/2021,4735.068848,0.007007209
10/11/2021,4636.174316,0.009166541
11/11/2021,4730.384277,-0.008736666
12/11/2021,4667.115234,0.005847898
13/11/2021,4651.460449,0.001459191
14/11/2021,4626.358887,0.002350013
15/11/2021,4557.503906,0.00651227
16/11/2021,4216.365234,0.033788826
17/11/2021,4287.59375,-0.007275405
18/11/2021,4000.650879,0.030082975
19/11/2021,4298.306641,-0.031166741
20/11/2021,4409.931152,-0.011134414
21/11/2021,4269.73291,0.0140311
22/11/2021,4088.457764,0.018841193
23/11/2021,4340.763672,-0.026006626
24/11/2021,4239.981445,0.010202186
25/11/2021,4274.743164,-0.00354607
26/11/2021,4030.908936,0.02550704
27/11/2021,4096.912109,-0.00705366
28/11/2021,4294.453613,-0.020451269
29/11/2021,4445.10498,-0.014974106
30/11/2021,4631.479004,-0.017837677
01/12/2021,4586.990234,0.004191884
02/12/2021,4511.302246,0.007225891
03/12/2021,4220.706055,0.028916817
04/12/2021,4119.587402,0.010531386
05/12/2021,4198.322754,-0.008222101
06/12/2021,4358.737305,-0.016284873
07/12/2021,4315.061523,0.004373703
08/12/2021,4439.35791,-0.012333168
09/12/2021,4119.815918,0.032442349
10/12/2021,3908.496094,0.022868129
11/12/2021,4084.452393,-0.019124156
12/12/2021,4134.453125,-0.005284234
13/12/2021,3784.226807,0.038440915
14/12/2021,3745.44043,0.004474264
15/12/2021,4018.388672,-0.030549047
16/12/2021,3962.469727,0.006085984
17/12/2021,3879.486572,0.009191704
18/12/2021,3960.860107,-0.009015251
19/12/2021,3922.592529,0.004216307
20/12/2021,3933.844482,-0.00124399
21/12/2021,4020.26001,-0.009436955
22/12/2021,3982.099609,0.004142023
23/12/2021,4108.015625,-0.013519967
24/12/2021,4047.98291,0.006393416
25/12/2021,4093.281006,-0.00483289
26/12/2021,4067.328125,0.00276235
27/12/2021,4037.547607,0.003191554
28/12/2021,3800.893066,0.026232005
29/12/2021,3628.531738,0.020154725
30/12/2021,3713.852051,-0.010093673
31/12/2021,3682.632813,0.00366618
